012707619,2
016416141,2
040144511,2
040210684,2
050121130,2
015703919,2
450122903,2
460134555,2
460134896,2
460134897,2
460134901,2
460134902,2
460134903,2
460134904,2
460134905,2
460134906,2
460509931,2
233111501,2
090129133,2
090129411,2
090217255,2
110412669,2
110418679,2
110731344,2
120222929,2
121318529,2
130222060,2
130222561,2
130733898,2
130734641,2
131519809,2
132418047,2
134120406,2
134201812,2
138300117,2
138302340,2
140137689,2
140137767,2
141118703,2
141418418,2
141418520,2
141418671,2
143904915,2
150139860,2
150515245,2
200312322,2
231425213,2
240221087,2
240221894,2
250124886,2
250901149,2
250901226,2
260138431,2
260140113,2
280116212,2
283034407,2
330126075,2
340721070,2
340721963,2
350116970,2
380325272,2
403005134,2
460134260,2
460134445,2
560011214,2
827000979,2
827002504,2
827004986,2
827010815,2
